GEO_ID,NAME,S0801_C01_001E,S0801_C01_001M,S0801_C01_002E,S0801_C01_009E,S0801_C01_010E,S0801_C01_011E,S0801_C01_012E,,,,,
0500000US16051,"Jefferson County, Idaho",12270,380,87.3,2.3,2.2,0.3,2.3,0.924788136,0.024364407,0.023305085,0.003177966,0.024364407
0500000US16053,"Jerome County, Idaho",10248,363,92.4,0.5,3.1,0,0.4,0.958506224,0.005186722,0.032157676,0,0.004149378
0500000US16055,"Kootenai County, Idaho",69197,1248,90.6,0.3,1.8,0.5,1,0.961783439,0.003184713,0.01910828,0.005307856,0.010615711
0500000US16057,"Latah County, Idaho",18917,574,77.8,0.8,12.2,3.3,1.3,0.815513627,0.008385744,0.1278826,0.034591195,0.013626834
0500000US16059,"Lemhi County, Idaho",3088,218,83.8,0.1,5.4,0,3,0.907908992,0.001083424,0.058504875,0,0.032502709
0500000US16061,"Lewis County, Idaho",1466,80,85.7,0.6,7.9,0.2,1.1,0.897382199,0.006282723,0.082722513,0.002094241,0.011518325
0500000US16063,"Lincoln County, Idaho",2436,127,86.3,1.2,3.2,0.4,2.7,0.920042644,0.012793177,0.034115139,0.004264392,0.028784648
0500000US16065,"Madison County, Idaho",17509,652,82.6,0.6,8.7,1.7,0.8,0.875,0.006355932,0.092161017,0.018008475,0.008474576
0500000US16067,"Minidoka County, Idaho",9261,296,95.6,0.1,1.4,0.1,0.2,0.981519507,0.001026694,0.014373717,0.001026694,0.002053388
0500000US16069,"Nez Perce County, Idaho",18467,476,89.7,0.3,3,0.4,1.4,0.946202532,0.003164557,0.03164557,0.004219409,0.014767932
0500000US16071,"Oneida County, Idaho",1671,137,94,0,2.9,0,0.2,0.96807415,0,0.029866117,0,0.002059732
0500000US16073,"Owyhee County, Idaho",4892,249,84.3,0.3,5.7,0.4,0.7,0.922319475,0.003282276,0.062363239,0.004376368,0.007658643
0500000US16075,"Payette County, Idaho",9656,377,91.5,0.1,3.4,0.1,1.4,0.948186528,0.001036269,0.035233161,0.001036269,0.014507772
0500000US16077,"Power County, Idaho",3185,234,87.8,0,2.8,0.2,1.3,0.953311618,0,0.030401737,0.002171553,0.014115092
0500000US16079,"Shoshone County, Idaho",4765,241,85.2,0.5,6.4,0.3,2.3,0.89968321,0.005279831,0.067581837,0.003167899,0.024287223
0500000US16081,"Teton County, Idaho",5607,287,83.8,1,2,1.5,0.5,0.943693694,0.011261261,0.022522523,0.016891892,0.005630631
0500000US16083,"Twin Falls County, Idaho",38798,822,92.1,0.3,2,0.4,1.3,0.958376691,0.003121748,0.020811655,0.004162331,0.013527575
0500000US16085,"Valley County, Idaho",4091,448,87.7,0.8,3.6,1.6,0.7,0.929025424,0.008474576,0.038135593,0.016949153,0.007415254
0500000US16087,"Washington County, Idaho",3924,204,82.3,0,7.8,0.1,2.7,0.885898816,0,0.083961249,0.001076426,0.029063509
0500000US17001,"Adams County, Illinois",32054,571,91.6,0.6,2,0.3,0.8,0.961175236,0.006295908,0.020986359,0.003147954,0.008394544
0500000US17003,"Alexander County, Illinois",2168,177,91.6,2.1,1,0,1.3,0.954166667,0.021875,0.010416667,0,0.013541667
0500000US17005,"Bond County, Illinois",7349,437,87.5,0.2,7.9,0,0.3,0.912408759,0.002085506,0.082377477,0,0.003128259
0500000US17007,"Boone County, Illinois",25386,714,93.2,0.2,0.6,0.1,0.7,0.983122363,0.002109705,0.006329114,0.001054852,0.007383966
0500000US17009,"Brown County, Illinois",2411,210,90.8,0.5,1.2,0.7,0.7,0.966986155,0.005324814,0.012779553,0.007454739,0.007454739
0500000US17011,"Bureau County, Illinois",15861,295,91.6,0.5,1.7,0.2,1.5,0.959162304,0.005235602,0.017801047,0.002094241,0.015706806
0500000US17013,"Calhoun County, Illinois",2038,125,88.2,1.4,2.5,0,0.8,0.949407966,0.015069968,0.026910657,0,0.00861141
0500000US17015,"Carroll County, Illinois",6492,221,91.1,1,2.4,0,0.8,0.955928646,0.010493179,0.025183631,0,0.008394544
0500000US17017,"Cass County, Illinois",6037,208,91.1,0.3,3.9,0.1,1.1,0.944041451,0.003108808,0.040414508,0.001036269,0.011398964
0500000US17019,"Champaign County, Illinois",101842,1201,78.5,6.4,7.7,2.3,0.8,0.820271682,0.066875653,0.08045977,0.024033438,0.008359457
0500000US17021,"Christian County, Illinois",14727,442,91.7,0.6,2.7,0.1,0.6,0.958202717,0.006269592,0.028213166,0.001044932,0.006269592
0500000US17023,"Clark County, Illinois",7546,238,93.3,0,1.4,0.1,0.7,0.976963351,0,0.014659686,0.00104712,0.007329843
0500000US17025,"Clay County, Illinois",6034,261,92,1.1,1.7,0,0.5,0.965372508,0.011542497,0.017838405,0,0.00524659
0500000US17027,"Clinton County, Illinois",18340,460,92.8,1,1.7,0.7,0.9,0.955715757,0.010298661,0.017507724,0.007209063,0.009268795
0500000US17029,"Coles County, Illinois",24630,666,87.6,0.9,5.9,1,0.3,0.915360502,0.009404389,0.061650993,0.010449321,0.003134796
0500000US17031,"Cook County, Illinois",2498849,6836,69.4,19,4.3,1.1,1.4,0.728991597,0.199579832,0.045168067,0.011554622,0.014705882
0500000US17033,"Crawford County, Illinois",7857,473,92.7,0.4,2.2,0.2,0.5,0.965625,0.004166667,0.022916667,0.002083333,0.005208333
0500000US17035,"Cumberland County, Illinois",5149,172,93.3,0.2,1.9,0.1,0.6,0.970863684,0.002081165,0.019771072,0.001040583,0.006243496
0500000US17037,"DeKalb County, Illinois",50656,1069,88.7,1.8,3.7,0.6,0.7,0.928795812,0.018848168,0.038743455,0.006282723,0.007329843
0500000US17039,"De Witt County, Illinois",8052,303,92.3,0.1,1.9,0.9,0.9,0.960457856,0.001040583,0.019771072,0.009365245,0.009365245
0500000US17041,"Douglas County, Illinois",9280,244,85.2,0,4.1,3.4,1.6,0.90349947,0,0.043478261,0.036055143,0.016967126
0500000US17043,"DuPage County, Illinois",480621,2399,83.8,7.1,1.6,0.3,0.7,0.896256684,0.075935829,0.017112299,0.003208556,0.007486631
0500000US17045,"Edgar County, Illinois",8136,320,92.8,0.3,1.6,0,0.5,0.974789916,0.003151261,0.016806723,0,0.005252101
0500000US17047,"Edwards County, Illinois",2992,126,91.1,0.1,2.4,0.3,0.6,0.964021164,0.001058201,0.025396825,0.003174603,0.006349206
0500000US17049,"Effingham County, Illinois",17087,407,92.5,0.4,2.5,0.2,1.1,0.956566701,0.004136505,0.025853154,0.002068252,0.011375388
0500000US17051,"Fayette County, Illinois",8532,333,93.2,0.8,2.5,0,1.5,0.951020408,0.008163265,0.025510204,0,0.015306122
0500000US17053,"Ford County, Illinois",6187,207,89.7,0.2,4.2,0.5,0.6,0.942226891,0.00210084,0.044117647,0.005252101,0.006302521
0500000US17055,"Franklin County, Illinois",15206,412,93.9,0.4,1.2,0.2,1,0.971044467,0.004136505,0.012409514,0.002068252,0.010341262
0500000US17057,"Fulton County, Illinois",14902,476,93.7,0.2,2.7,0.4,0.5,0.961025641,0.002051282,0.027692308,0.004102564,0.005128205
0500000US17059,"Gallatin County, Illinois",2060,127,93.6,0.2,0.7,0.2,1.5,0.972972973,0.002079002,0.007276507,0.002079002,0.015592516
0500000US17061,"Greene County, Illinois",5928,224,91.7,0.2,2.2,0.2,0.7,0.965263158,0.002105263,0.023157895,0.002105263,0.007368421
0500000US17063,"Grundy County, Illinois",24547,595,94.5,0.8,0.6,0.1,0.7,0.977249224,0.008273009,0.006204757,0.001034126,0.007238883
0500000US17065,"Hamilton County, Illinois",3539,221,89.2,1.2,2,0.1,0.4,0.960172228,0.012917115,0.021528525,0.001076426,0.004305705
0500000US17067,"Hancock County, Illinois",8012,256,91.8,0.4,1.8,0.1,0.8,0.967334036,0.004214963,0.018967334,0.001053741,0.008429926
0500000US17069,"Hardin County, Illinois",1347,181,93,3.5,1.3,0,0.8,0.943204868,0.035496957,0.013184584,0,0.00811359
0500000US17071,"Henderson County, Illinois",3229,148,91.6,0.3,2,0,0.9,0.966244726,0.003164557,0.021097046,0,0.009493671
0500000US17073,"Henry County, Illinois",22708,472,93.5,0.1,1.5,0.1,1.1,0.970924195,0.001038422,0.015576324,0.001038422,0.011422638
0500000US17075,"Iroquois County, Illinois",13065,286,91.3,0.2,2.1,0.3,1.3,0.959033613,0.00210084,0.022058824,0.003151261,0.013655462
0500000US17077,"Jackson County, Illinois",24303,771,88.1,1.7,5.1,1,1,0.909184727,0.01754386,0.052631579,0.010319917,0.010319917
0500000US17079,"Jasper County, Illinois",4397,237,87.9,0.1,3.7,0.6,1,0.942122186,0.001071811,0.03965702,0.006430868,0.010718114
0500000US17081,"Jefferson County, Illinois",15775,404,91.8,0.9,1.7,0,1.9,0.953271028,0.009345794,0.017653167,0,0.01973001
0500000US17083,"Jersey County, Illinois",10431,383,92.4,0.1,3.7,0,0.5,0.955532575,0.001034126,0.038262668,0,0.005170631
0500000US17085,"Jo Daviess County, Illinois",10589,312,87.6,0.9,4.1,0.1,1,0.934898613,0.009605123,0.04375667,0.001067236,0.010672359
0500000US17087,"Johnson County, Illinois",3835,248,90.4,0.1,3.2,0,1.1,0.953586498,0.001054852,0.033755274,0,0.011603376
0500000US17089,"Kane County, Illinois",260196,1980,89.3,2.6,1.3,0.3,1.2,0.942977825,0.027455121,0.013727561,0.003167899,0.012671595
0500000US17091,"Kankakee County, Illinois",49534,810,91.2,1.5,2.3,0.2,1.7,0.941176471,0.015479876,0.02373581,0.002063983,0.01754386
0500000US17093,"Kendall County, Illinois",62987,1341,90.9,2.8,0.7,0,0.9,0.95383001,0.029380902,0.007345226,0,0.009443861
0500000US17095,"Knox County, Illinois",21009,611,91.1,0.3,4.5,0.3,1.2,0.935318275,0.003080082,0.046201232,0.003080082,0.012320329
0500000US17097,"Lake County, Illinois",354769,2155,85.1,4.5,2.8,0.2,0.9,0.910160428,0.048128342,0.029946524,0.002139037,0.009625668
0500000US17099,"LaSalle County, Illinois",50258,739,93.1,0.3,1.7,0.7,0.9,0.962771458,0.003102378,0.017580145,0.007238883,0.009307135
0500000US17101,"Lawrence County, Illinois",6203,308,90,0.1,3.4,0,0.7,0.955414013,0.001061571,0.036093418,0,0.007430998
0500000US17103,"Lee County, Illinois",15178,406,92.8,0.6,1.5,0.1,1.2,0.964656965,0.006237006,0.015592516,0.001039501,0.012474012
0500000US17105,"Livingston County, Illinois",16024,388,90.5,0.2,3.9,0.4,2.1,0.932028836,0.002059732,0.040164779,0.004119464,0.021627188
0500000US17107,"Logan County, Illinois",12224,378,90.3,0.5,3.5,0.6,0.3,0.948529412,0.005252101,0.036764706,0.006302521,0.003151261
0500000US17109,"McDonough County, Illinois",13112,536,84.5,1.5,7.9,0.7,1.1,0.882967607,0.015673981,0.082549634,0.007314525,0.011494253
0500000US17111,"McHenry County, Illinois",160359,1368,89.1,2.7,0.8,0.2,0.8,0.951923077,0.028846154,0.008547009,0.002136752,0.008547009
0500000US17113,"McLean County, Illinois",89463,1226,89.2,1.2,4.1,0.4,0.8,0.932079415,0.012539185,0.042842215,0.004179728,0.008359457
0500000US17115,"Macon County, Illinois",47007,727,92.6,1.5,1.8,0.2,0.8,0.955624355,0.015479876,0.018575851,0.002063983,0.008255934
0500000US17117,"Macoupin County, Illinois",20299,436,91.6,0.3,2.1,0.3,0.7,0.964210526,0.003157895,0.022105263,0.003157895,0.007368421
0500000US17119,"Madison County, Illinois",123588,1596,92.3,1.8,1.3,0.1,0.7,0.959459459,0.018711019,0.013513514,0.001039501,0.007276507
0500000US17121,"Marion County, Illinois",16280,354,95.1,0.3,1.9,0.1,0.7,0.96941896,0.003058104,0.019367992,0.001019368,0.007135576
0500000US17123,"Marshall County, Illinois",5287,164,91.8,0,2.8,0.4,0.8,0.958246347,0,0.029227557,0.004175365,0.008350731
0500000US17125,"Mason County, Illinois",6070,213,91.7,0,3.2,0.5,0.9,0.952232606,0,0.033229491,0.005192108,0.009345794
0500000US17127,"Massac County, Illinois",5588,263,93.6,0.8,1.4,0,1.4,0.962962963,0.008230453,0.014403292,0,0.014403292
0500000US17129,"Menard County, Illinois",6018,201,92.3,0.1,0.8,0.1,0.7,0.981914894,0.00106383,0.008510638,0.00106383,0.007446809
0500000US17131,"Mercer County, Illinois",7315,228,94,0,0.7,0.1,0.9,0.982236155,0,0.007314525,0.001044932,0.009404389
0500000US17133,"Monroe County, Illinois",17680,449,91.8,0.3,1.3,0,0.5,0.977635783,0.003194888,0.013844515,0,0.005324814
0500000US17135,"Montgomery County, Illinois",11068,649,93,0.5,1.8,0.1,0.4,0.970772443,0.005219207,0.018789144,0.001043841,0.004175365
0500000US17137,"Morgan County, Illinois",15425,453,90.7,0.4,3.4,0.6,1,0.943808533,0.004162331,0.035379813,0.006243496,0.010405827
0500000US17139,"Moultrie County, Illinois",6837,245,86,0.1,3.2,2.5,3,0.907172996,0.001054852,0.033755274,0.026371308,0.03164557
0500000US17141,"Ogle County, Illinois",24505,482,91.9,0.3,1.2,0.1,1.1,0.971458774,0.003171247,0.012684989,0.001057082,0.011627907
0500000US17143,"Peoria County, Illinois",81715,1059,91.1,2,2.4,0.4,1.1,0.939175258,0.020618557,0.024742268,0.004123711,0.011340206
0500000US17145,"Perry County, Illinois",7851,370,95.1,0.7,1.4,0,0.3,0.975384615,0.007179487,0.014358974,0,0.003076923
0500000US17147,"Piatt County, Illinois",8520,263,93.7,0.6,1,0.2,0.4,0.977059437,0.006256517,0.010427529,0.002085506,0.004171011
0500000US17149,"Pike County, Illinois",6841,276,90,0.1,2.2,0,1.5,0.959488273,0.001066098,0.023454158,0,0.015991471
0500000US17151,"Pope County, Illinois",1204,177,91.1,1.2,0.4,0,1.8,0.964021164,0.012698413,0.004232804,0,0.019047619
0500000US17153,"Pulaski County, Illinois",1842,167,90.7,0.3,2.8,0,0.7,0.95978836,0.003174603,0.02962963,0,0.007407407
0500000US17155,"Putnam County, Illinois",2908,119,94.2,0,1.7,0.5,0.6,0.971134021,0,0.017525773,0.005154639,0.006185567
0500000US17157,"Randolph County, Illinois",12706,447,92.9,0.1,3.1,0.4,1.2,0.95087001,0.001023541,0.031729785,0.004094166,0.012282497
0500000US17159,"Richland County, Illinois",7088,324,93.5,0.5,1.5,0,0.7,0.971933472,0.005197505,0.015592516,0,0.007276507
0500000US17161,"Rock Island County, Illinois",66938,1177,91.4,1.5,2.5,0.4,1.4,0.940329218,0.015432099,0.025720165,0.004115226,0.014403292
0500000US17163,"St. Clair County, Illinois",119946,1535,89.8,3.7,1.6,0.3,1.1,0.930569948,0.038341969,0.016580311,0.003108808,0.011398964
0500000US17165,"Saline County, Illinois",9446,388,94.8,0.6,1.3,0,0.7,0.973305955,0.006160164,0.013347023,0,0.007186858
0500000US17167,"Sangamon County, Illinois",94060,1323,91.1,1.6,2,0.4,1.2,0.946002077,0.016614746,0.020768432,0.004153686,0.012461059
0500000US17169,"Schuyler County, Illinois",2870,284,90.2,0.6,3.1,0,0.2,0.958554729,0.006376196,0.032943677,0,0.002125399
0500000US17171,"Scott County, Illinois",2297,101,93.2,0.9,1.8,0.3,0.3,0.965803109,0.009326425,0.01865285,0.003108808,0.003108808
0500000US17173,"Shelby County, Illinois",10200,281,93.5,0.3,1.6,0,0.5,0.974973931,0.003128259,0.016684046,0,0.005213764
0500000US17175,"Stark County, Illinois",2478,95,87,0.6,2,0.5,0.5,0.960264901,0.006622517,0.022075055,0.005518764,0.005518764
0500000US17177,"Stephenson County, Illinois",20890,582,89.2,0.8,2.5,0.3,1.8,0.942917548,0.00845666,0.026427061,0.003171247,0.019027484
0500000US17179,"Tazewell County, Illinois",62492,950,93.9,0.6,1.4,0.4,0.8,0.967044284,0.006179197,0.014418126,0.004119464,0.008238929
0500000US17181,"Union County, Illinois",7027,325,92.6,0.5,0.6,0.3,1.6,0.968619247,0.005230126,0.006276151,0.003138075,0.016736402
0500000US17183,"Vermilion County, Illinois",31216,576,91.8,0.8,2.6,0.1,0.6,0.957247132,0.008342023,0.027111575,0.001042753,0.006256517
0500000US17185,"Wabash County, Illinois",5217,203,93.1,0.2,1.4,0,0.8,0.97486911,0.002094241,0.014659686,0,0.008376963
0500000US17187,"Warren County, Illinois",7937,368,87.6,0.9,4.7,0.8,1.1,0.921135647,0.009463722,0.049421661,0.008412198,0.011566772
0500000US17189,"Washington County, Illinois",6965,198,92.3,0.8,2.5,0,0.8,0.95746888,0.008298755,0.02593361,0,0.008298755
0500000US17191,"Wayne County, Illinois",7450,252,90.5,0.8,1.9,0.1,0.5,0.964818763,0.008528785,0.020255864,0.001066098,0.00533049
0500000US17193,"White County, Illinois",5793,237,94.8,0.1,1.1,0.2,0.4,0.98136646,0.001035197,0.011387164,0.002070393,0.004140787
0500000US17195,"Whiteside County, Illinois",25948,587,93.6,0.3,1.8,0.4,1,0.963954686,0.003089598,0.01853759,0.004119464,0.010298661
0500000US17197,"Will County, Illinois",342389,1995,89.9,3.8,0.8,0.1,0.9,0.941361257,0.039790576,0.008376963,0.00104712,0.009424084
0500000US17199,"Williamson County, Illinois",28540,711,92,0.7,2.1,0.5,0.7,0.958333333,0.007291667,0.021875,0.005208333,0.007291667
0500000US17201,"Winnebago County, Illinois",130357,1334,92.5,1.3,1.1,0.3,1,0.961538462,0.013513514,0.011434511,0.003118503,0.01039501
0500000US17203,"Woodford County, Illinois",18544,420,92.9,0.4,2,0,0.5,0.969728601,0.004175365,0.020876827,0,0.005219207
0500000US18001,"Adams County, Indiana",15227,373,91.1,0,2.2,0.2,1.9,0.954926625,0,0.023060797,0.002096436,0.019916143
0500000US18003,"Allen County, Indiana",175734,1542,92.9,0.7,1.3,0.2,0.6,0.970741902,0.007314525,0.013584117,0.002089864,0.006269592
0500000US18005,"Bartholomew County, Indiana",39495,826,93.4,0.4,1.4,0.2,1.1,0.967875648,0.004145078,0.014507772,0.002072539,0.011398964
0500000US18007,"Benton County, Indiana",3927,153,91.6,0.3,2.6,0.2,0.5,0.962184874,0.003151261,0.027310924,0.00210084,0.005252101
0500000US18009,"Blackford County, Indiana",5298,251,94.4,0.5,2.6,0.1,1,0.957403651,0.005070994,0.026369168,0.001014199,0.010141988
0500000US18011,"Boone County, Indiana",33026,717,91.7,0.2,1,0.2,1.5,0.969344609,0.002114165,0.010570825,0.002114165,0.015856237
0500000US18013,"Brown County, Indiana",6797,405,93.4,0.1,1.3,0,0.2,0.983157895,0.001052632,0.013684211,0,0.002105263
0500000US18015,"Carroll County, Indiana",9119,329,94.3,0.2,1.6,0.2,1,0.969167523,0.002055498,0.016443988,0.002055498,0.010277492
0500000US18017,"Cass County, Indiana",16768,473,95,0.5,1.4,0.1,1.1,0.968399592,0.00509684,0.014271152,0.001019368,0.011213048
0500000US18019,"Clark County, Indiana",56749,949,93.6,0.7,0.9,0.1,0.6,0.976016684,0.00729927,0.009384776,0.001042753,0.006256517
0500000US18021,"Clay County, Indiana",12039,457,95.2,0,1.5,0.1,0.8,0.975409836,0,0.015368852,0.00102459,0.008196721
0500000US18023,"Clinton County, Indiana",14539,448,92.1,0.1,1.2,0.2,1.8,0.965408805,0.001048218,0.012578616,0.002096436,0.018867925
0500000US18025,"Crawford County, Indiana",4325,216,94.5,0.5,1,0,1.2,0.972222222,0.005144033,0.010288066,0,0.012345679
0500000US18027,"Daviess County, Indiana",14280,423,90.2,0.4,3.8,1.7,1.6,0.923234391,0.004094166,0.038894575,0.017400205,0.016376663
0500000US18029,"Dearborn County, Indiana",24653,600,93.8,0.4,1.5,0,0.8,0.972020725,0.004145078,0.015544041,0,0.008290155
0500000US18031,"Decatur County, Indiana",12972,419,94.6,0.6,1.4,0.1,0.4,0.974253347,0.006179197,0.014418126,0.001029866,0.004119464
0500000US18033,"DeKalb County, Indiana",21073,542,95.7,0,0.8,0.4,0.8,0.979529171,0,0.008188332,0.004094166,0.008188332
0500000US18035,"Delaware County, Indiana",51745,1032,87.6,1.9,5,1,1.2,0.905894519,0.019648397,0.051706308,0.010341262,0.012409514
0500000US18037,"Dubois County, Indiana",22019,471,94.3,0.1,1.2,0.1,0.2,0.983315954,0.001042753,0.012513034,0.001042753,0.002085506
0500000US18039,"Elkhart County, Indiana",93917,1282,91.8,0.3,1.7,1.3,1.2,0.953271028,0.003115265,0.017653167,0.013499481,0.012461059
0500000US18041,"Fayette County, Indiana",9738,404,93.8,0.2,1.2,0.4,1.3,0.968008256,0.002063983,0.012383901,0.004127967,0.013415893
0500000US18043,"Floyd County, Indiana",37689,714,93.7,0.8,1.1,0,0.2,0.978079332,0.008350731,0.011482255,0,0.002087683
0500000US18045,"Fountain County, Indiana",7364,235,91.1,0.7,3.3,0.2,0.7,0.948958333,0.007291667,0.034375,0.002083333,0.007291667
0500000US18047,"Franklin County, Indiana",10953,399,93.6,0.3,0.6,0.2,0.7,0.981132075,0.003144654,0.006289308,0.002096436,0.007337526
0500000US18049,"Fulton County, Indiana",9254,426,93.2,0.1,1.2,0.7,1.6,0.962809917,0.001033058,0.012396694,0.007231405,0.016528926
0500000US18051,"Gibson County, Indiana",16032,416,94.6,0.2,2.2,0.1,0.9,0.965306122,0.002040816,0.02244898,0.001020408,0.009183673
0500000US18053,"Grant County, Indiana",28465,764,87.3,0.3,6.5,0.1,1,0.917016807,0.003151261,0.068277311,0.00105042,0.010504202
0500000US18055,"Greene County, Indiana",13939,370,96.5,0.1,1.2,0.1,1.1,0.974747475,0.001010101,0.012121212,0.001010101,0.011111111
0500000US18057,"Hamilton County, Indiana",166853,1725,90.1,0.1,0.9,0.1,0.6,0.981481481,0.001089325,0.009803922,0.001089325,0.006535948
0500000US18059,"Hancock County, Indiana",37900,762,94.5,0.1,1,0.1,0.4,0.983350676,0.001040583,0.010405827,0.001040583,0.004162331
0500000US18061,"Harrison County, Indiana",17377,667,94.7,0.2,1.4,0,0.4,0.979317477,0.002068252,0.014477766,0,0.004136505
0500000US18063,"Hendricks County, Indiana",82924,1185,93,0.1,0.7,0,1.2,0.978947368,0.001052632,0.007368421,0,0.012631579
0500000US18065,"Henry County, Indiana",19794,520,93.9,0,1.4,0.2,0.8,0.975077882,0,0.014537902,0.002076843,0.008307373
0500000US18067,"Howard County, Indiana",36165,813,94,0.5,1,0.2,1,0.972078594,0.005170631,0.010341262,0.002068252,0.010341262
0500000US18069,"Huntington County, Indiana",18004,376,92.8,0.2,3,0.1,0.4,0.961658031,0.002072539,0.031088083,0.001036269,0.004145078
0500000US18071,"Jackson County, Indiana",20242,523,94.6,0.5,1.8,0.2,1.3,0.961382114,0.005081301,0.018292683,0.00203252,0.013211382
0500000US18073,"Jasper County, Indiana",15086,466,93.7,0.3,2,0.1,0.8,0.966976264,0.003095975,0.020639835,0.001031992,0.008255934
0500000US18075,"Jay County, Indiana",9339,281,90.2,0.5,2.7,0.3,1.5,0.947478992,0.005252101,0.028361345,0.003151261,0.015756303
0500000US18077,"Jefferson County, Indiana",14198,490,91.5,0.4,3,0,1.5,0.949170124,0.004149378,0.031120332,0,0.015560166
0500000US18079,"Jennings County, Indiana",13079,511,94.5,0.5,1.3,0,1.3,0.968237705,0.005122951,0.013319672,0,0.013319672
0500000US18081,"Johnson County, Indiana",75940,1108,93.5,0.4,1.1,0.1,0.5,0.978033473,0.0041841,0.011506276,0.001046025,0.005230126
0500000US18083,"Knox County, Indiana",17556,539,94,0.3,2.1,0.5,1.4,0.956256358,0.003051882,0.021363174,0.00508647,0.014242116
0500000US18085,"Kosciusko County, Indiana",38376,726,92.6,0.1,1.7,0.8,0.8,0.964583333,0.001041667,0.017708333,0.008333333,0.008333333
0500000US18087,"LaGrange County, Indiana",16648,441,81.2,0.2,3.6,6.6,3.4,0.854736842,0.002105263,0.037894737,0.069473684,0.035789474
0500000US18089,"Lake County, Indiana",212408,2031,91.4,2.9,1.2,0.2,1.5,0.940329218,0.029835391,0.012345679,0.002057613,0.015432099
0500000US18091,"LaPorte County, Indiana",46046,944,92.2,0.9,2.1,0.4,0.8,0.956431535,0.0093361,0.021784232,0.004149378,0.008298755
0500000US18093,"Lawrence County, Indiana",20273,545,95.3,0,1,0,0.6,0.983488132,0,0.010319917,0,0.00619195
0500000US18095,"Madison County, Indiana",55447,932,92.6,0.2,2.3,0.1,1.1,0.961578401,0.002076843,0.023883697,0.001038422,0.011422638
0500000US18097,"Marion County, Indiana",450566,3228,91.5,1.9,1.8,0.5,1.1,0.945247934,0.019628099,0.018595041,0.005165289,0.011363636
0500000US18099,"Marshall County, Indiana",20860,449,90.9,0.5,2.4,1.9,1,0.940020683,0.005170631,0.024819028,0.019648397,0.010341262
0500000US18101,"Martin County, Indiana",4749,218,89,0.4,4.1,0,0.5,0.946808511,0.004255319,0.043617021,0,0.005319149
0500000US18103,"Miami County, Indiana",14898,531,94.9,0.1,1.1,0.4,1.3,0.970347648,0.001022495,0.011247444,0.00408998,0.013292434
0500000US18105,"Monroe County, Indiana",70370,1234,81.8,3.7,7.5,2,0.8,0.853862213,0.038622129,0.0782881,0.020876827,0.008350731
0500000US18107,"Montgomery County, Indiana",18097,456,93,0.6,3.1,0.1,0.4,0.956790123,0.00617284,0.031893004,0.001028807,0.004115226
0500000US18109,"Morgan County, Indiana",32503,800,94.6,0.1,1.5,0,0.7,0.97626419,0.001031992,0.015479876,0,0.007223942
0500000US18111,"Newton County, Indiana",6000,261,94.5,0.1,1.2,0.3,2.6,0.957446809,0.001013171,0.012158055,0.003039514,0.026342452
0500000US18113,"Noble County, Indiana",22610,576,93.9,0.1,1.7,0.3,1.3,0.965056526,0.001027749,0.017471737,0.003083248,0.01336074
0500000US18115,"Ohio County, Indiana",2944,149,93.8,0.2,3.4,0,0.6,0.957142857,0.002040816,0.034693878,0,0.006122449
0500000US18117,"Orange County, Indiana",8353,320,91.5,0,2.5,0.1,1,0.96214511,0,0.026288118,0.001051525,0.010515247
0500000US18119,"Owen County, Indiana",9295,343,92.9,0.6,2.6,0.1,1.1,0.954779034,0.006166495,0.02672148,0.001027749,0.011305242
0500000US18121,"Parke County, Indiana",6611,353,91.6,0,2.1,0.5,1.4,0.958158996,0,0.021966527,0.005230126,0.014644351
0500000US18123,"Perry County, Indiana",8201,303,95.7,0.1,0.6,0.2,0.8,0.982546201,0.001026694,0.006160164,0.002053388,0.008213552
0500000US18125,"Pike County, Indiana",5658,244,96.7,0,1.1,0,0.4,0.984725051,0,0.011201629,0,0.00407332
0500000US18127,"Porter County, Indiana",78370,1077,91.5,1.3,1.7,0.3,0.7,0.958115183,0.013612565,0.017801047,0.003141361,0.007329843
0500000US18129,"Posey County, Indiana",12219,342,94.5,0.1,1.3,0.1,0.8,0.976239669,0.001033058,0.013429752,0.001033058,0.008264463
0500000US18131,"Pulaski County, Indiana",5449,201,90.7,0.2,3.1,0.3,1.5,0.946764092,0.002087683,0.032359081,0.003131524,0.01565762
0500000US18133,"Putnam County, Indiana",15922,535,89.7,0,5.8,0,0.9,0.930497925,0,0.060165975,0,0.0093361
0500000US18135,"Randolph County, Indiana",11030,345,92.8,0.4,1.6,0,0.9,0.96969697,0.004179728,0.016718913,0,0.009404389
0500000US18137,"Ripley County, Indiana",13793,373,93.4,0.3,1.4,0.1,1.4,0.966873706,0.00310559,0.014492754,0.001035197,0.014492754
0500000US18139,"Rush County, Indiana",7297,349,94.1,0.4,0.9,0,0.5,0.981230448,0.004171011,0.009384776,0,0.005213764
0500000US18141,"St. Joseph County, Indiana",126211,1418,90.1,1.3,3.5,0.6,0.7,0.936590437,0.013513514,0.036382536,0.006237006,0.007276507
0500000US18143,"Scott County, Indiana",9966,449,93.2,0,0.9,1.2,1.2,0.965803109,0,0.009326425,0.012435233,0.012435233
0500000US18145,"Shelby County, Indiana",21873,565,94.2,0.1,1.8,0.1,1.1,0.968139774,0.001027749,0.018499486,0.001027749,0.011305242
0500000US18147,"Spencer County, Indiana",9804,322,92.4,0.1,1.2,0,0.8,0.977777778,0.001058201,0.012698413,0,0.008465608
